Content,KC
<p>Điền số tự nhiên thích hợp vào chỗ trống.</p><p>Gọi $S$ là tập hợp tất cả số nguyên dương của $x$ để mệnh đề phủ định của mệnh đề $P(x): \forall x\in \mathbb{R}: 2026x-2x^2 &lt;0$ là mệnh đề đúng. Tổng tất cả các phần tử của $S$ là __513591__.</p>,09.K10.1.2.1 - Xác định được tính đúng/sai của một mệnh đề phủ định
<p>Điền số tự nhiên thích hợp vào chỗ trống.</p><p>Gọi $S$ là tập hợp tất cả số nguyên $x$ để mệnh đề phủ định của mệnh đề $\forall x\in \mathbb{R}: |3x-2|\geq 2025$ là mệnh đề đúng. Tổng tất cả các phần tử của $S$ là __675__.</p>,09.K10.1.2.1 - Xác định được tính đúng/sai của một mệnh đề phủ định
"<p>Trong các bất phương trình sau, bất phương trình nào là bất phương trình bậc nhất hai ẩn?</p>","14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
"<p>Trong các bất phương trình sau, bất phương trình nào là bất phương trình bậc nhất hai ẩn?</p>","14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Tìm $m$ để bất phương trình $mx+3y-8\le 0$ là bất phương trình bậc nhất hai ẩn?</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
"<p>Trong các bất phương trình sau, bất phương trình nào là bất phương trình bậc nhất hai ẩn?</p>","14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
"<p>Trong các bất phương trình sau, bất phương trình nào là bất phương trình bậc nhất hai ẩn?</p>","14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
"<p>Trong các bất phương trình sau, bất phương trình nào <strong>không</strong> phải là bất phương trình bậc nhất hai ẩn?</p>","14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Miền nghiệm của bất phương trình $-6x+8y-15\ge 0$ là nửa mặt phẳng <strong>không</strong> chứa điểm nào trong các điểm sau?</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Cặp số nào sau đây là nghiệm của bất phương trình $2x+y-1&gt;0$?</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Tìm cặp số là nghiệm của bất phương trình $-2x+y-3\ge 0$</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Cặp số nào sau đây là <strong>không</strong>&nbsp; nghiệm của bất</p><p>phương trình $-5x+3y-19\le 0$?</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Điểm $M(-2;1)$ là điểm <strong>không</strong> thuộc miền nghiệm của bất phương trình nào sau đây?</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Với giá trị nào của tham số $m$ thì bất phương trình $({{m}^{2}}-9)x+(6+2m)y-5&gt;0$ là bất phương trình bậc nhất hai ẩn.</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Miền nghiệm của bất phương trình $5(x-1)+4(3-y)&gt;2y+9$ là phần mặt phẳng chứa điểm nào trong các điểm sau?</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Miền nghiệm của bất phương trình $13(x-y)+4\left( x+{{3}^{2}} \right)\le 3-y$ là phần mặt phẳng <strong>không </strong>chứa điểm nào trong các điểm sau?</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Miền nghiệm của bất phương trình $15(y-3)+8(x+2)&lt;x-7y$ là phần mặt phẳng chứa điểm nào?</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Miền nghiệm của bất phương trình $25-24(x+y)+10(x+2)\ge -4y+20$ là phần mặt phẳng <strong>không</strong> chứa điểm nào?</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Tìm tất cả các giá trị của tham số $m$ để điểm $B(-1;2)$ thuộc miền nghiệm của bất phương trình bậc nhất hai ẩn $mx+(m+1)y&lt;0$.</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Tìm giá trị nhỏ nhất của tham số m để điểm $C(-3;2)$ là nghiệm của bất phương trình bậc nhất hai ẩn&nbsp; $m\dfrac{x}{2}-m(y+1)-3\le 0$.</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Tìm tất cả các giá trị của tham số $m$ để điểm $A\left( -1;3 \right)$ thuộc miền nghiệm của bất phương trình bậc nhất hai ẩn $({{m}^{2}}-9)x-\left( \dfrac{2}{3}m+\dfrac{1}{3} \right)y\le 0$?</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Chọn số thích hợp để được câu trả lời đúng:</p><p>Cho bất phương trình $\dfrac{x}{3}+\dfrac{y}{4}-1&lt;0$. Miền nghiệm của bất phương trình này có chứa [3|2|4|1] điểm có hoành độ và tung độ đều là các số nguyên dương.</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
"<p>Điền số vào chỗ trống để có câu trả lời đúng.</p><p>Cho bất phương trình $\dfrac{x}{2}+\dfrac{y}{3}+1\ge 0$. Biết miền nghiệm có chứa điểm $(x_0;y_0)$ với $x_0,y_0$ là các số nguyên âm.</p><p>Giá trị $S=x_0-y_0$ là __0__</p>","14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p><em>Điền  số thích hợp để có câu trả lời đúng.</em></p><p>Số nguyên $m$ nhỏ nhất để điểm $M\left( -2;1 \right)$ thuộc miền nghiệm của bất phương trình bậc nhất hai ẩn $(m+2)x-({{m}^{2}}-4)y\ge0$ là __-1__</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Chọn số thích hợp để có câu trả lời đúng:</p><p>Có [4|5|3|2] giá trị nguyên của tham số <em>m</em> để điểm $M(2;5)$ thuộc miền nghiệm của bất phương trình bậc nhất hai ẩn $({{m}^{2}}-3m+2)x\le (2m-4)y$.</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Có mấy giá trị nguyên của tham số $m$ để điểm $B\left( 1;3\right)$ thuộc miền nghiệm của bất phương trình bậc nhất hai ẩn $({m^2} - 4)x \le ({m^2} - 5m + 6)(y - 1)$?</p><p>Đáp án: __6__</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
"<p><span style=""color: rgb(81, 81, 81);"">Điền số nguyên thích hợp vào chỗ trống.</span></p><p>Số giá trị nguyên của $m$ để điểm $A(4;m)$ thuộc miền nghiệm của&nbsp;hệ bất phương trình</p><p>$\left\{ {\begin{array}{*{20}{l}}{2x + 2y \le 18}\\{2y \le 4}\\{2x + y \ge 6}\\{x \ge 0}\\{y \ge 0}\end{array}} \right.$ là __3__.</p>","14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
<p>Điền số nguyên thích hợp vào chỗ trống.</p><p>Tổng tất cả các giá trị nguyên của $m$ để điểm $B(0;m)$ thuộc miền nghiệm của hệ bất phương trình $\left\{\begin{array}{l}2(x - 2) - y + 3 &lt; 0\\x &lt; 5 - y\\2y - x + 2y - 3 &gt; 0\end{array}\right.$ là __10__.</p>,"14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
"<p><span style=""color: rgb(81, 81, 81);"">Điền số nguyên thích hợp vào chỗ trống.</span></p><p>Tích tất cả các giá trị nguyên của $m$ để điểm $C(m;1)$ thuộc miền nghiệm của hệ bất phương trình</p><p>$\left\{\begin{array}{l}2(x - 1) - y &lt;&nbsp; - 1\\x+6 + y - 3x &gt; 3(1 - x)\\y \ge&nbsp; - 3\end{array}\right.$ là __0__.</p>","14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
<p>Điền số tự nhiên thích hợp vào chỗ trống.</p><p>Có bao nhiêu giá trị nguyên của $m$ để điểm $D(m;2)$ thuộc miền nghiệm của hệ bất phương trình $\left\{\begin{align}&amp;x-y+1&lt;0 \\ &amp; 2x-y+4&gt;0 \\ &amp; x+y-4&lt;0 \\ \end{align} \right.$?</p><p>Đáp án: __1__.</p>,"14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
"<p><span style=""color: rgb(81, 81, 81);"">Điền số nguyên thích hợp vào chỗ trống.</span></p><p>Tổng tất cả các giá trị nguyên của $m$ để điểm $E(0;m+1)$ thuộc miền nghiệm của hệ bất phương trình $\left\{ \begin{array}{l}2x + y &gt; 3\\ - x + 3y \le 15\end{array} \right.$ là __7__.</p>","14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
"<p><span style=""color: rgb(81, 81, 81);"">Điền số nguyên thích hợp vào chỗ trống.</span></p><p>Có bao nhiêu giá trị nguyên của $m$ để điểm $F(m-1;0)$ thuộc miền nghiệm của hệ bất phương trình $\left\{ \begin{array}{l}5x - y \ge - 4\\x + 2y - 7 \le 0\end{array} \right.$?</p><p>Đáp án: __8__</p>","14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
"<p><span style=""color: rgb(81, 81, 81);"">Điền số nguyên thích hợp vào chỗ trống.</span> </p><p>Gọi $S$ là tập tất cả các giá trị nguyên của $m$ để điểm $K(m+1;2m)$ thuộc miền nghiệm của hệ bất phương trình $\left\{ \begin{array}{l}- x - y &lt; 4\\ - x + 2y \ge - 3\\x + y - 2026 \le 0\\x \ge - 5\\y + 1 \ge 3\end{array} \right.$</p><p>tổng tất cả các phần tử của $S$ bằng __228150__.</p>","14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
"<p><span style=""color: rgb(81, 81, 81);"">Điền số nguyên thích hợp vào chỗ trống.</span></p><p>Có bao nhiêu giá trị nguyên của $m$ để điểm $S(-m;m+3)$ thuộc miền nghiệm của hệ bất phương trình $\left\{ {\begin{array}{*{20}{l}}{x + y &gt; 5 - x}\\{ - x + y \le 102 - 2y}\\\begin{array}{l}2x + 2y \ge 9 - x\\ - x - 3 \le {5^2}.2\end{array}\end{array}} \right.$ ?</p><p>Đáp án: __50__</p>","14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
<p>Có bao nhiêu giá trị nguyên của tham số m để điểm $A\left( {1; - 2} \right)$ là nghiệm của hệ bất phương trình $\left\{ \begin{array}{l}(m - 1)x + y \ge 3\\6x - m \ge&nbsp; - 5 - y\end{array} \right.$?</p><p>Đáp án: __4__</p>,"14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
<p>Có bao nhiêu giá trị nguyên của tham số m để điểm $B\left( {-1; 1} \right)$ là nghiệm của hệ bất phương trình $\left\{ \begin{array}{l}3(m + 2) \ge 7y - 5\\2mx + (m - 1)y \le 4 - y\end{array} \right.$ ?</p><p>Đáp án: __2__</p>,"14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
<p>Tính&nbsp; tổng các giá trị nguyên âm của $m$ để điểm $H(m;2m+1)$ thuộc miền nghiệm của hệ bất phương trình</p><p>$\left\{ \begin{array}{l}x - y + 1 &gt;0\\2x - y + 8 &gt; 0\\x + y - 10 &lt;0\\\dfrac{{y + 1}}{2} \ge&nbsp; - 220\end{array}\right.$</p><p>Đáp án:__-24531__</p>,"14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
<p>Tính&nbsp; tổng các giá trị nguyên của $m$ để điểm $P(2m;m-2)$ thuộc miền nghiệm của hệ bất phương trình</p><p>$\left\{ \begin{array}{l}x + 2y &lt; 335 - x - 3(y + 1)\\x - 2y &lt; 7\\x + 3y &gt; - 2\\y - x &lt; 3\end{array} \right.$</p><p>Đáp án: __741__</p>,"14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
<p>Gọi $S$ là tập tất cả các giá trị nguyên của $m$ để điểm $Q(m;m+1)$ thuộc miền nghiệm của hệ bất phương trình &nbsp;$\left\{\begin{array}{l} x + 3y \le 9\\2x + 5y \ge&nbsp; - 4\end{array} \right.$. Số phần tử của tập $S$ là __3__ và tổng các phần tử của $S$ bằng __0__.</p>,"14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
<p>Tính tổng các giá trị nguyên của $m$ để điểm $N(3m;m-1)$ thuộc miền nghiệm của hệ bất phương trình &nbsp;$\left\{\begin{array}{l} - 2x + y \le 44\\x - y \le 23 + y\\x + y \le 19\\ - 10 - x \le20\end{array} \right.$</p><p>Đáp án: __-30__</p>,"14.K10.1.1.2 - Nhận biết được hệ bất phương trình bậc nhất hai ẩn, nghiệm của hệ bất phương trình bậc nhất hai ẩn"
"<p><span style=""color: black;"">Bạn An có 20000 đồng để đi mua bút chì. Tại một cửa hàng, có hai loại bút chì, bút chì HB màu đen có giá $3000$ đồng một chiếc, bút chì 2B màu đỏ có $5000 $ đồng một chiếc. Gọi $x,y$ </span>lần lượt là số bút chì đen và số bút chì đỏ&nbsp; bạn An mua $(x,y\in{{\mathbb{N}}^{*}})$. Vậy số bút chì mỗi loại mà An mua phải thỏa mãn bất phương trình nào sau đây?</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Anh Trung là nhân viên bán hàng tại một cửa hàng bán đồ nội&nbsp; thất. Với mỗi sản phẩm bán được, anh được một khoản hoa hồng như sau: Với mỗi chiếc tủ bếp bán ra anh Trung sẽ nhận được 700000 đồng, với mỗi bộ ghế sô pha sẽ nhận được 1200000 đồng. Hỏi để một tháng nhận được 8 triệu đồng trở lên từ việc bán tủ bếp và sô pha thì số tủ bếp và số bộ ghế sô pha bán ra phải thỏa mãn bất phương trình nào sau đây, biết rằng $x, y$ lần lượt là số tủ bếp và số bộ ghế anh Trung bán được, $(x,y\in\mathbb{N})$.</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Gia đình bác Minh đi du lịch ở Đà Nẵng trong một tuần và muốn thuê một chiếc xe ô tô để di chuyển trong suốt chuyến đi. Bảng giá cho thuê xe được cho theo bảng sau:</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/20/56/68107446cf616b101a0a0256/682bb08d3e887cadb50f5547.jpg""></p><p>Gọi $x$ và $y$ lần lượt là số kilomet gia đình bác Minh đi được trong các ngày từ thứ Hai đến thứ Năm và trong 3 ngày cuối tuần $(x;y&gt;0)$. Bất phương trình biểu thị mối liên hệ giữa $x$ và $y$ sao cho tổng số tiền thuê xe không quá 3 triệu đồng là:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một nhà máy sản xuất hai loại sản phẩm, mỗi sản phẩm loại I nặng 50 kg, mỗi sản phẩm loại II nặng 55 kg. Mỗi chuyến xe vận chuyển hàng chỉ có trọng tải tối đa là 5 tấn. Hỏi khi vận chuyển một chuyến hàng, số sản phẩm mỗi loại phải thỏa mãn bất phương trình nào dưới đây, nếu gọi $x$ và $y$ lần lượt là số lượng sản phẩm loại I và số lượng sản phẩm loại II.</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một hộ gia đình làm kinh doanh theo mô hình chăn nuôi kết hợp trồng trọt. Với công việc trồng&nbsp; rau, hộ gia đình cần thuê 5 người làm cho mỗi nhà kính rau; với công việc nuôi thủy sản hộ gia đình cần thuê 10 người làm cho mỗi ao nuôi. Gọi $x$ và $y$ lần lượt là số nhà kính trồng rau và số ao nuôi thủy sản ($x;y\in {{\mathbb{N}}^{*}}$). Hỏi số lượng nhà kính trông rau và ao của hộ gia đình này cần thoả mãn điều kiện gì? Biết rằng hộ gia đình chỉ có thể chi trả cho số lượng nhân công ít hơn 40 người.</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Điền từ vào chỗ trống để có một câu hoàn chỉnh <br>
Đáp án đúng có định dạng __đáp án đúng 1/ đáp án đúng 2__<br>
Ví dụ: Một con ngựa __đau/ốm__, cả tàu bỏ cỏ. 
</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Trong hội chợ Tết Nguyên đán, gian hàng của lớp 10A1 bán hai mặt hàng lưu miện là vòng tay và lì xì tự thiết kế. Biết mỗi chiếc lì xì có giá 3 nghìn đồng; mỗi chiếc vòng tay có giá 15 nghìn đồng. Mục tiêu doanh thu tối thiểu của ban cán sự lớp đặt ra là 300000 nghìn cho cả hai mặt hàng này. Gọi $x$ và $y$ lần lượt là số lì xì và số vòng tay mà lớp bán được ($x;y\in \mathbb{N}$). Như vậy $x$ và $y$ phải thỏa mãn bất phương trình sau: $ax+by... c$</p><p>Nối các ô ở cột bên trái với các ô ở cột bên phải để có câu trả lời đúng:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p><span style=""color: rgb(34, 34, 34);"">Một của hàng đồ nội thất có gian hàng trưng bày bàn và ghế rộng $80{m^2}$. Diện tích để kê một chiếc ghế là $0,4{m^2}$ , một chiếc bàn là $1,2 {m^2}$ .Gọi $x$ là số chiếc ghế, $y$ là số chiếc bàn được kê. Trong các bất phương trình sau, bất phương trình bậc nhất hai ẩn $x, y$ nào đúng? Biết diện tích mặt sàn dành cho lưu thông tối thiểu là $8{m^2}$ . ($x;y\in\mathbb{N}$)</span></p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Trong 1 lạng (tức 100 g) thịt bò chứa khoảng 26 g protein, 1 lạng thịt lợn chứa khoảng 8 g protein. Một người đàn ông trưởng thành khỏe mạnh nên tiêu thụ với khoảng tối thiểu 56 gram protein nếu người đó nặng 70kg (Nguồn:https://vinmec.com và <a href=""https://thanhnien.vn/"" rel=""noopener noreferrer"" target=""_blank"">https://thanhnien.vn</a>). Gọi $x, y$ lần lượt là số lạng thịt bò và số lạng thịt lợn mà một người đàn ông trưởng thành khỏe mạnh và nặng 70 kg nên ăn trong một ngày. ($x;y\in \mathbb{N}$).</p><p>Xét tínhh đúng sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Bạn Minh tiết kiệm được 500 nghìn đồng. Trong một đợt ủng hộ cho quỹ “học sinh nghèo vùng cao”, để giúp đỡ các bạn học sinh có hoàn cảnh khó khăn ở vùng cao, Minh đã lấy ra $x$ tờ tiền loại 50 nghìn đồng, $y$ tờ tiền loại 20 nghìn đồng để trao tặng, ($x; y\in\mathbb{N}$).</p><p>Xét tính đúng /sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
<p>Một cửa hàng bán lẻ bán hai loại đậu với chất lượng khác nhau. Với sản phẩm đậu hàng loại I giá 80 nghìn đồng/kg và sản phẩm đậu hàng loại II giá 60 nghìn đồng/kg. &nbsp;Cửa hàng trộn $x$ kg loại thứ nhất và $y$ kg loại thứ hai sau đó mang đi bán sao cho một bao đậu đã trộn có giá không quá 65 nghìn đồng/kg. ($x; y\in \mathbb{N}$).<strong> </strong>Xét tính đúng /sai của các khẳng định sau:</p>,14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>An, Bình, Mai cùng đi mua chè. Cả ba bạn có tất cả 130 nghìn đồng. Ba bạn bạn mua 3 cốc chè với giá tiền 35 nghìn đồng một cốc. Các bạn gọi thêm trân châu và thạch để cho vào chè. Một phần trân châu có giá 5 nghìn đồng, một phần thạch có giá 3 nghìn đồng. Gọi $x, y$ lần lượt là số phần trân châu và thạch mà ba bạn định mua thêm. ($x; y\in \mathbb{N}$). Xét tinh đúng /sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một cửa hàng bán bánh mì với giá 12.000 đồng/ổ và sữa hộp với giá 25.000đ/hộp. Một vị khách muốn mua đồ ăn sáng cho gia đình và chỉ có 200.000 đồng. Gọi $𝑥$ là số ổ bánh mì và $y$ là số hộp sữa mua, ($x; y\in \mathbb{N}$). </p><p>Xét tính đúng /sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một xưởng cần&nbsp; 0,25 giờ để sản xuất một sản phẩm loại A và 0,4 giờ để sản xuất sản phẩm loại B. Trong một ca làm việc 8 giờ , công nhân chỉ có thể tham gia trực tiếp sản xuất trong tối đa 6 giờ. Gọi $𝑥$ là số sản phẩm loại A và $y$ là số sản phẩm loại B mà một công nhân sản xuất được trong 1 ca làm việc. ($x; y\in \mathbb{N}$). Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
<p>Một cửa hàng kinh doanh thời trang bán áo với giá 200.000 đồng/1 chiếc áo và quần với giá 300.000 đồng/1 chiếc quần. Biết tổng doanh thu cuối ngày của cửa hàng cần đạt tối thiểu 3.000.000 đồng/ngày để không lỗ vốn. Gọi $𝑥$ là số áo và $y$ là số quần mà cửa hàng bán được trong 1 ngày $\left( { x; y\in \mathbb{N}} \right)$. </p><p>Xét tính đúng/ sai của các khẳng định sau:</p>,14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một rạp chiếu phim bán hai loại vé xem phim: vé người lớn giá 100.000 đồng/1 vé và vé trẻ em giá 60.000 đồng/1 vé. Trong một buổi chiếu, số tiền thu được từ việc bán vé phải nhiều hơn 6.000.000 đồng nếu không thì sẽ không có lợi nhuận. Gọi $x$ là số vé người lớn và $y$ là số vé trẻ em đã bán ra $\left( { x; y\in \mathbb{N}} \right)$.</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
