Content,KC
<p>Tìm tất cả các giá trị của tham số $m$ để điểm $A\left( -1;3 \right)$ thuộc miền nghiệm của bất phương trình bậc nhất hai ẩn $({{m}^{2}}-9)x-\left( \dfrac{2}{3}m+\dfrac{1}{3} \right)y\le 0$?</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Chọn số thích hợp để được câu trả lời đúng:</p><p>Cho bất phương trình $\dfrac{x}{3}+\dfrac{y}{4}-1&lt;0$. Miền nghiệm của bất phương trình này có chứa [3|2|4|1] điểm có hoành độ và tung độ đều là các số nguyên dương.</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
"<p>Điền số vào chỗ trống để có câu trả lời đúng.</p><p>Cho bất phương trình $\dfrac{x}{2}+\dfrac{y}{3}+1\ge 0$. Biết miền nghiệm có chứa điểm $(x_0;y_0)$ với $x_0,y_0$ là các số nguyên âm.</p><p>Giá trị $S=x_0-y_0$ là __0__</p>","14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p><em>Điền  số thích hợp để có câu trả lời đúng.</em></p><p>Số nguyên $m$ nhỏ nhất để điểm $M\left( -2;1 \right)$ thuộc miền nghiệm của bất phương trình bậc nhất hai ẩn $(m+2)x-({{m}^{2}}-4)y\ge0$ là __-1__</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Chọn số thích hợp để có câu trả lời đúng:</p><p>Có [4|5|3|2] giá trị nguyên của tham số <em>m</em> để điểm $M(2;5)$ thuộc miền nghiệm của bất phương trình bậc nhất hai ẩn $({{m}^{2}}-3m+2)x\le (2m-4)y$.</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
<p>Có mấy giá trị nguyên của tham số $m$ để điểm $B\left( 1;3\right)$ thuộc miền nghiệm của bất phương trình bậc nhất hai ẩn $({m^2} - 4)x \le ({m^2} - 5m + 6)(y - 1)$?</p><p>Đáp án: __6__</p>,"14.K10.1.1.1 - Nhận biết được bất phương trình bậc nhất hai ẩn, nghiệm của bất phương trình bậc nhất hai ẩn"
"<p><span style=""color: black;"">Bạn An có 20000 đồng để đi mua bút chì. Tại một cửa hàng, có hai loại bút chì, bút chì HB màu đen có giá $3000$ đồng một chiếc, bút chì 2B màu đỏ có $5000 $ đồng một chiếc. Gọi $x,y$ </span>lần lượt là số bút chì đen và số bút chì đỏ&nbsp; bạn An mua $(x,y\in{{\mathbb{N}}^{*}})$. Vậy số bút chì mỗi loại mà An mua phải thỏa mãn bất phương trình nào sau đây?</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Anh Trung là nhân viên bán hàng tại một cửa hàng bán đồ nội&nbsp; thất. Với mỗi sản phẩm bán được, anh được một khoản hoa hồng như sau: Với mỗi chiếc tủ bếp bán ra anh Trung sẽ nhận được 700000 đồng, với mỗi bộ ghế sô pha sẽ nhận được 1200000 đồng. Hỏi để một tháng nhận được 8 triệu đồng trở lên từ việc bán tủ bếp và sô pha thì số tủ bếp và số bộ ghế sô pha bán ra phải thỏa mãn bất phương trình nào sau đây, biết rằng $x, y$ lần lượt là số tủ bếp và số bộ ghế anh Trung bán được, $(x,y\in\mathbb{N})$.</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Gia đình bác Minh đi du lịch ở Đà Nẵng trong một tuần và muốn thuê một chiếc xe ô tô để di chuyển trong suốt chuyến đi. Bảng giá cho thuê xe được cho theo bảng sau:</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/20/56/68107446cf616b101a0a0256/682bb08d3e887cadb50f5547.jpg""></p><p>Gọi $x$ và $y$ lần lượt là số kilomet gia đình bác Minh đi được trong các ngày từ thứ Hai đến thứ Năm và trong 3 ngày cuối tuần $(x;y&gt;0)$. Bất phương trình biểu thị mối liên hệ giữa $x$ và $y$ sao cho tổng số tiền thuê xe không quá 3 triệu đồng là:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một nhà máy sản xuất hai loại sản phẩm, mỗi sản phẩm loại I nặng 50 kg, mỗi sản phẩm loại II nặng 55 kg. Mỗi chuyến xe vận chuyển hàng chỉ có trọng tải tối đa là 5 tấn. Hỏi khi vận chuyển một chuyến hàng, số sản phẩm mỗi loại phải thỏa mãn bất phương trình nào dưới đây, nếu gọi $x$ và $y$ lần lượt là số lượng sản phẩm loại I và số lượng sản phẩm loại II.</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một hộ gia đình làm kinh doanh theo mô hình chăn nuôi kết hợp trồng trọt. Với công việc trồng&nbsp; rau, hộ gia đình cần thuê 5 người làm cho mỗi nhà kính rau; với công việc nuôi thủy sản hộ gia đình cần thuê 10 người làm cho mỗi ao nuôi. Gọi $x$ và $y$ lần lượt là số nhà kính trồng rau và số ao nuôi thủy sản ($x;y\in {{\mathbb{N}}^{*}}$). Hỏi số lượng nhà kính trông rau và ao của hộ gia đình này cần thoả mãn điều kiện gì? Biết rằng hộ gia đình chỉ có thể chi trả cho số lượng nhân công ít hơn 40 người.</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Điền từ vào chỗ trống để có một câu hoàn chỉnh <br>
Đáp án đúng có định dạng __đáp án đúng 1/ đáp án đúng 2__<br>
Ví dụ: Một con ngựa __đau/ốm__, cả tàu bỏ cỏ. 
</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Trong hội chợ Tết Nguyên đán, gian hàng của lớp 10A1 bán hai mặt hàng lưu miện là vòng tay và lì xì tự thiết kế. Biết mỗi chiếc lì xì có giá 3 nghìn đồng; mỗi chiếc vòng tay có giá 15 nghìn đồng. Mục tiêu doanh thu tối thiểu của ban cán sự lớp đặt ra là 300000 nghìn cho cả hai mặt hàng này. Gọi $x$ và $y$ lần lượt là số lì xì và số vòng tay mà lớp bán được ($x;y\in \mathbb{N}$). Như vậy $x$ và $y$ phải thỏa mãn bất phương trình sau: $ax+by... c$</p><p>Nối các ô ở cột bên trái với các ô ở cột bên phải để có câu trả lời đúng:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p><span style=""color: rgb(34, 34, 34);"">Một của hàng đồ nội thất có gian hàng trưng bày bàn và ghế rộng $80{m^2}$. Diện tích để kê một chiếc ghế là $0,4{m^2}$ , một chiếc bàn là $1,2 {m^2}$ .Gọi $x$ là số chiếc ghế, $y$ là số chiếc bàn được kê. Trong các bất phương trình sau, bất phương trình bậc nhất hai ẩn $x, y$ nào đúng? Biết diện tích mặt sàn dành cho lưu thông tối thiểu là $8{m^2}$ . ($x;y\in\mathbb{N}$)</span></p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Trong 1 lạng (tức 100 g) thịt bò chứa khoảng 26 g protein, 1 lạng thịt lợn chứa khoảng 8 g protein. Một người đàn ông trưởng thành khỏe mạnh nên tiêu thụ với khoảng tối thiểu 56 gram protein nếu người đó nặng 70kg (Nguồn:https://vinmec.com và <a href=""https://thanhnien.vn/"" rel=""noopener noreferrer"" target=""_blank"">https://thanhnien.vn</a>). Gọi $x, y$ lần lượt là số lạng thịt bò và số lạng thịt lợn mà một người đàn ông trưởng thành khỏe mạnh và nặng 70 kg nên ăn trong một ngày. ($x;y\in \mathbb{N}$).</p><p>Xét tínhh đúng sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Bạn Minh tiết kiệm được 500 nghìn đồng. Trong một đợt ủng hộ cho quỹ “học sinh nghèo vùng cao”, để giúp đỡ các bạn học sinh có hoàn cảnh khó khăn ở vùng cao, Minh đã lấy ra $x$ tờ tiền loại 50 nghìn đồng, $y$ tờ tiền loại 20 nghìn đồng để trao tặng, ($x; y\in\mathbb{N}$).</p><p>Xét tính đúng /sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
<p>Một cửa hàng bán lẻ bán hai loại đậu với chất lượng khác nhau. Với sản phẩm đậu hàng loại I giá 80 nghìn đồng/kg và sản phẩm đậu hàng loại II giá 60 nghìn đồng/kg. &nbsp;Cửa hàng trộn $x$ kg loại thứ nhất và $y$ kg loại thứ hai sau đó mang đi bán sao cho một bao đậu đã trộn có giá không quá 65 nghìn đồng/kg. ($x; y\in \mathbb{N}$).<strong> </strong>Xét tính đúng /sai của các khẳng định sau:</p>,14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>An, Bình, Mai cùng đi mua chè. Cả ba bạn có tất cả 130 nghìn đồng. Ba bạn bạn mua 3 cốc chè với giá tiền 35 nghìn đồng một cốc. Các bạn gọi thêm trân châu và thạch để cho vào chè. Một phần trân châu có giá 5 nghìn đồng, một phần thạch có giá 3 nghìn đồng. Gọi $x, y$ lần lượt là số phần trân châu và thạch mà ba bạn định mua thêm. ($x; y\in \mathbb{N}$). Xét tinh đúng /sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một cửa hàng bán bánh mì với giá 12.000 đồng/ổ và sữa hộp với giá 25.000đ/hộp. Một vị khách muốn mua đồ ăn sáng cho gia đình và chỉ có 200.000 đồng. Gọi $𝑥$ là số ổ bánh mì và $y$ là số hộp sữa mua, ($x; y\in \mathbb{N}$). </p><p>Xét tính đúng /sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một xưởng cần&nbsp; 0,25 giờ để sản xuất một sản phẩm loại A và 0,4 giờ để sản xuất sản phẩm loại B. Trong một ca làm việc 8 giờ , công nhân chỉ có thể tham gia trực tiếp sản xuất trong tối đa 6 giờ. Gọi $𝑥$ là số sản phẩm loại A và $y$ là số sản phẩm loại B mà một công nhân sản xuất được trong 1 ca làm việc. ($x; y\in \mathbb{N}$). Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
<p>Một cửa hàng kinh doanh thời trang bán áo với giá 200.000 đồng/1 chiếc áo và quần với giá 300.000 đồng/1 chiếc quần. Biết tổng doanh thu cuối ngày của cửa hàng cần đạt tối thiểu 3.000.000 đồng/ngày để không lỗ vốn. Gọi $𝑥$ là số áo và $y$ là số quần mà cửa hàng bán được trong 1 ngày $\left( { x; y\in \mathbb{N}} \right)$. </p><p>Xét tính đúng/ sai của các khẳng định sau:</p>,14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một rạp chiếu phim bán hai loại vé xem phim: vé người lớn giá 100.000 đồng/1 vé và vé trẻ em giá 60.000 đồng/1 vé. Trong một buổi chiếu, số tiền thu được từ việc bán vé phải nhiều hơn 6.000.000 đồng nếu không thì sẽ không có lợi nhuận. Gọi $x$ là số vé người lớn và $y$ là số vé trẻ em đã bán ra $\left( { x; y\in \mathbb{N}} \right)$.</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Anh Trung là nhân viên bán hàng tại một cửa hàng bán đồ nội&nbsp; thất. Anh Trung kiếm được một khoản hoa hồng cho mỗi sản phẩm mà anh ấy bán ra. Với mỗi chiếc tủ bếp bán ra anh Trung sẽ nhận được 700000 đồng , với mỗi bộ ghế sô pha sẽ nhận được 1200000 đồng. Biết rằng anh Trung mong muốn một tháng nhận được từ 8 triệu đồng trở lên tiền hoa hồng với $x; y$ lần lượt là số tủ bếp và số bộ ghế anh Trung bán được, $(x,y\in \mathbb{N})$.</p><p>Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một hộ gia đình làm kinh doanh theo mô hình chăn nuôi kết hợp trồng trọt. Với công việc trồng&nbsp;rau, hộ gia đình cần thuê 5 người làm cho mỗi nhà kính rau; với công việc nuôi thủy sản hộ gia đình cần thuê 10 người làm cho mỗi ao nuôi. Gọi $x$ và $y$ lần lượt là số nhà kính trồng rau và số ao nuôi thủy sản ($x;y\in {{\mathbb{N}}^{*}}$). Biết rằng hộ gia đình chỉ có thể chi trả cho số lượng nhân công ít hơn 40 người. Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một xưởng sản xuất hai loại chai nhựa: loại A và loại B . Biết mỗi chai loại A thải ra 30 g CO₂, mỗi chai loại B thải 50 g CO₂. Quy định cho phép xưởng chỉ thải tối đa 10 kg CO₂/ngày. Gọi $x$ và $y$ lần lượt là số lượng chai loại A và chai loại B mà xưởng sản xuất được trong một ngày, $(x,y\in\mathbb{N})$. </p><p>Xét tính đúng/sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một bạn học sinh lớp 10 rất thích các khóa học online và thường xuyên lưu lại các tài liệu trên điện thoại để tiện tra cứu. Bạn đó cần lưu trữ video học tập và ảnh chụp bài tập trên điện thoại. Biết mỗi video chiếm 350MB, mỗi ảnh chiếm 5MB. Bộ nhớ còn trống của điện thoại là 5GB. Gọi $x$ và $y$ lần lượt là số lượng video học tập và ảnh chụp mà học sinh lưu trữ trên điện thoại. $(x,y\in \mathbb{N})$. Xét tính đúng/sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một nhóm học sinh đang tham gia cuộc thi khởi nghiệp học đường. Họ thiết kế hai loại sản phẩm mẫu để trưng bày: loại A và loại B. Theo kế hoạch, mỗi sản phẩm loại A tốn 120.000 đồng, còn mỗi sản phẩm loại B tốn 200.000 đồng để làm được thành phẩm. Ban đầu nhóm chỉ được cấp tối đa 3,5 triệu đồng từ quỹ hỗ trợ của trường để làm sản phẩm mẫu. Nhóm cần lên kế hoạch phù hợp với ngân sách. Gọi $x$ và $y$ lần lượt là số lượng sản phẩm loại A và số sản phẩm loại B mà học sinh làm được. $(x,y\in\mathbb{N})$. Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Minh đang tham gia một cuộc thi lập trình AI cho học sinh phổ thông. Để huấn luyện mô hình trí tuệ nhân tạo đơn giản, Minh sử dụng 2 loại dữ liệu: dữ liệu hình ảnh &nbsp;và dữ liệu văn bản. Theo hệ thống xử lý hiện tại, 1 GB hình ảnh mất khoảng 2 giờ để xử lý, còn 1GB văn bản chỉ mất 1 giờ. Do giới hạn sử dụng máy tính trường trong ngày là 24 giờ, Minh cần xác định phạm vi dữ liệu sao cho mô hình được huấn luyện trong ngày không quá giới hạn cho phép. Gọi $x$ và $y$ (đơn vị: GB) lần lượt là lượng dữ liệu hình ảnh và dữ liệu văn bản mà Minh sử dụng để huấn luyện mô hình trong 1 ngày. $(x,y\in \mathbb{N})$. Xét tính đúng/sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Trong khuôn khổ dự án “Trường học xanh”, một nhóm học sinh lớp 10 đã triển khai mô hình vườn rau thông minh trên sân thượng của trường. Nhóm trồng hai loại rau: rau cải và rau muống. Theo kế hoạch, mỗi mét vuông rau cải cần 4 lít nước mỗi ngày, còn rau muống chỉ cần 2 lít nước mỗi mét vuông. Hệ thống tưới nước tự động có thể cung cấp tối đa 160 lít nước mỗi ngày. Gọi $x$ là số mét vuông rau cải, $y$ là số mét vuông rau muống mà nhóm có thể trồng.$(x,y\in \mathbb{N})$. Xét tính đúng/sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một nhóm học sinh lớp 10 đang lập trình trò chơi đơn giản trên điện thoại với đề tài “Bảo vệ Trái Đất”. Trong trò chơi, nhóm sử dụng: Các vật thể động (như nhân vật, quái vật,xe cộ...), mỗi vật thể này cần 300 đơn vị bộ nhớ. Các vật thể tĩnh (như cây, nhà, nền đất...), mỗi vật thể tĩnh cần 100 đơn vị bộ nhớ. Để trò chơi chạy mượt được trên cả các thiết bị di động cũ, tổng bộ nhớ dùng cho các vật thể trong game không được vượt quá 4000 đơn vị.</p><p>Gọi $x$ là số vật thể động, $y$ là số vật thể tĩnh được sử dụng trong trò chơi.$(x,y\in \mathbb{N})$. Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>CLB Báo chí của một trường THPT đang cần in bản tin tháng 11 để phát cho học sinh toàn trường. Họ có thể in: </p><p>Bản màu : mỗi bản có chi phí hết 4.000 đồng.</p><p>Bản đen trắng: mỗi bản có chi phí hết 1.500 đồng.</p><p>Do chỉ có ngân sách là 300.000 đồng, CLB cần cân nhắc số lượng in hợp lý. Gọi $x$ là số bản in màu, $y$ là số bản in đen trắng mà CLB sẽ in.$(x,y\in \mathbb{N})$. Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Trong tuần lễ “Hướng về cộng đồng” do trường tổ chức, các học sinh lớp 10 được khuyến khích tham gia các hoạt động gây quỹ để ủng hộ các bạn học sinh có hoàn cảnh khó khăn. Một nhóm học sinh lớp 10A quyết định mở một gian hàng lưu niệm handmade trong khuôn viên sân trường. Sau khi họp bàn, nhóm thống nhất sẽ tự tay làm và bán hai loại sản phẩm đơn giản nhưng được nhiều bạn yêu thích:</p><p>Móc khóa thủ công làm từ dây nhựa, hạt cườm,... với chi phí thấp và dễ làm. Mỗi chiếc bán ra mang lại lợi nhuận 5.000 đồng.</p><p>Thiệp vẽ tay thiết kế theo chủ đề “Tri ân thầy cô” hoặc “Chúc Tết” được tô màu và trang trí thủ công. Mỗi chiếc bán ra mang lại lợi nhuận 8.000 đồng.</p><p>Để đạt mục tiêu đóng góp cho quỹ từ thiện của trường, nhóm đặt ra chỉ tiêu phải thu được tối thiểu 400.000 đồng từ hoạt động bán hàng lần này. Gọi $x$ là số móc khóa và $y$ là số thiệp vẽ tay nhóm dự định bán $(x,y\in \mathbb{N})$. Xét tính đúng/sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Cho tam thức bậc hai $f(x)=ax^2+bx+c \, (a\neq0)$. Để $f(x)\le0$ với $\forall x\in\mathbb{R}$ khi và chỉ khi:</p>",14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
"<p>Cho tam thức bậc hai $f(x)=ax^2+bx+c \, (a\neq0)$. Cho biết dấu của $\Delta$ khi $f(x)$ cùng dấu với hệ số $a$ với mọi $x\in\mathbb{R}$?</p>",14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Bảng xét dấu nào sau đây là của tam thức bậc hai $f(x)=x^2-6x+5$.</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Tam thức nào dưới đây luôn dương với mọi giá trị của $x$?</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
"<p>Bảng xét dấu sau đây là của hàm số nào trong các hàm số dưới đây?</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/14/12/67905718d2d3ee5fe704bd12/68244c7834d0e5f69704f861.png""></p>",14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Cho đồ thị hàm số $y=f(x)=-x^2+3x+10$. Biết $f(x)&gt;0$ khi $x\in\left(a;b\right)$. Tính độ dài đoạn $\left[a;b\right]$.</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Ghép mỗi hàm số bậc hai với nhận xét về dấu của hàm số tương ứng trên tập xác định $\mathbb{R}$.</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Cho các hàm số bậc hai sau. Hãy ghép mỗi hàm với nhận xét đúng về dấu của hàm số trên tập xác định $\mathbb{R}$.</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Bảng xét dấu nào sau đây là của tam thức $y=f(x)=-x^2-x+6$?</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
"<p>Cho tam thức bậc hai $f(x)=2x^2-8x+8$, dấu của $f(x)$ với mọi $x\in\mathbb{R}$ là:</p>",14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Cho $f(x)=x^2+2x+2$. Chọn khẳng định đúng về dấu của $f(x)$.</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
"<p>Xét tam thức bậc hai $f(x)=ax^2+bx+c$, $(a\neq0)$ như hình vẽ sau:</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/28/12/67905718d2d3ee5fe704bd12/6836c5a19a847e54de03014c.png"" width=""172"" style=""max-width: 172px;""></p><p>Nối cột A tương ứng với kết quả ở cột B.</p>",14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
