Content,KC
"<p>Cho hình ảnh sau:</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/06/03/38/68107446cf616b101a0a0238/683f1ca8b169dad83a029a15.png""></p><p>Tập hợp $E$ được viết dưới dạng liệt kê các phần tử là:</p>",01.K6.1.1.2 - Sử dụng được cách cho tập hợp
"<p><em>Cho hình ảnh sau:</em></p><p><em><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/06/03/38/68107446cf616b101a0a0238/683f1cd2e332b597b40cd618.png"">﻿</em></p><p>Tập hợp $F$ được viết dưới dạng liệt kê các phần tử là: </p>",01.K6.1.1.2 - Sử dụng được cách cho tập hợp
<p>Số La Mã $XXVII$ có giá trị tương ứng trong hệ thập phân là:</p>,01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p class=""ql-align-justify"">Các số La Mã $XV, XXI$ được đọc lần lượt là:</p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<h4 class=""ql-align-justify"">Đồng hồ sau chỉ mấy giờ? </h4>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<h4 class=""ql-align-justify""><span style=""color: windowtext;"">Đây là Đại hội lần thứ bao nhiêu của Đảng Cộng Sản Việt Nam?</span></h4>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<h4 class=""ql-align-justify""><span style=""color: windowtext;"">Nghe đoạn âm thanh và trả lời câu hỏi: Đồng chí Tô Lâm là Đại biểu Quốc hội </span><strong style=""color: windowtext;"">những </strong><span style=""color: windowtext;"">khóa nào?</span></h4>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<h4 class=""ql-align-justify""><span style=""color: windowtext;"">Dùng 5 que tính, em xếp được </span><strong style=""color: windowtext;"">những </strong><span style=""color: windowtext;"">số La Mã nào?</span></h4>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p><em style=""background-color: transparent; color: rgb(0, 0, 0);"">Xét tính đúng sai cho các khẳng định sau:</em></p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p><em style=""background-color: transparent; color: rgb(0, 0, 0);"">Xét tính đúng sai cho các khẳng định sau:</em></p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p><em style=""background-color: transparent; color: rgb(0, 0, 0);"">Xét tính đúng sai cho các khẳng định sau:</em></p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p><em style=""background-color: transparent; color: rgb(0, 0, 0);"">Xét tính đúng sai cho các khẳng định sau:</em></p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p><em style=""color: rgb(0, 0, 0); background-color: transparent;"">Điền số tự nhiên thích hợp vào ô trống.</em></p><p class=""ql-align-center"">Đồng hồ chỉ __3__ giờ</p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p><em style=""background-color: transparent; color: rgb(0, 0, 0);"">Điền số La Mã thích hợp vào ô trống.</em></p><p>Ngày&nbsp;5-6-1911, tại Bến cảng Nhà Rồng, thành phố Sài Gòn – Gia Định thuộc thế kỉ __XX__</p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p><em style=""color: rgb(0, 0, 0); background-color: transparent;"">Điền số La Mã thích hợp vào ô trống.</em></p><p>Số La Mã “Mười chín” là: __$XIX$__</p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p><em style=""background-color: transparent; color: rgb(0, 0, 0);"">Điền số La Mã thích hợp vào ô trống.</em></p><p>Viết kết quả dưới dạng số La Mã: 37 – 12 = __XXV__</p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p><em style=""background-color: transparent; color: rgb(0, 0, 0);"">Điền số La Mã thích hợp vào ô trống.</em></p><p>Từ 4 que diêm xếp được số La Mã lớn nhất là __XX__</p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p>Điền từ vào chỗ trống để có một câu hoàn chỉnh </p><p>Năm 1972 chiến thắng B52, Mỹ phải họp hội nghị ở Paris thuộc thế kỉ __XX/XIX/XVIII__</p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
<p>Sắp xếp theo thứ tự tăng dần XXI; XIX; XV; XXIV</p>,01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
<p>Sắp xếp theo thứ tự từ lớn đến bé: </p>,01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
<p>Nối đáp án cột A sao cho phù hợp với cột B </p>,01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p class=""ql-align-justify"">Nối các sự kiện với thời gian tương ứng.</p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p class=""ql-align-justify"">Nối thời gian tương ứng với đồng hồ.</p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
"<p>Chọn đáp án thích hợp.</p><p><span style=""color: rgb(81, 81, 81);"">﻿Năm 1972 chiến thắng B52, Mỹ phải họp hội nghị ở Paris thuộc thế kỉ [XX|XIX|XVIII]</span></p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
<p>Phép chia có dư nào sau đây là phép chia đúng?</p>,"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
<p>Chọn phép tính có dạng đúng của phép chia có dư.</p>,"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
<p>Khi chia hai số tự nhiên $a$ cho $b$ (với $b \ne 0$) ta có hai số tự nhiên $q$ và $r$ sao cho $a = bq + r$.</p><p>Để phép chia có dư thì điều kiện của $r$ là:</p>,"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify"">Viết phép chia $25:4$ dưới dạng $a = bq + r$ (trong đó $a$ là số bị chia, $b$ là số chia, $q$ là thương và $r$ là số dư).</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify"">Nghe đoạn âm thanh sau và chọn đáp án đúng.</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify"">Nghe đoạn âm thanh sau và chọn tất cả các đáp án đúng.</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
<p><em>Chọn tất cả các đáp án đúng.</em></p><p>Phép chia nào sau đây là phép chia có dư?</p>,"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p>Trong biểu thức $34 = 5 \cdot 6 + r$, giá trị của $r$ là:</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p>Trong các số sau, số nào có dạng $3k + 2$, với $k \in \mathbb{N}$?</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Xét tính đúng sai cho các khẳng định sau</em>:</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify"">Giả sử giá vàng nhẫn 9999 thời điểm hiện tại như trong ảnh minh họa bên dưới. </p><p class=""ql-align-justify""><em>Xét tính đúng sai cho các khẳng định sau</em>:</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p>Cho một số tự nhiên $a$ bất kì. Khi chia $a$ cho $4$ được thương là $q$ và số dư là $r$ $\left( {r &gt; 0} \right)$, sao cho: $a = 4 \cdot q + r$. Để phép chia này là phép chia đúng thì cần thêm điều kiện của $r$ là:</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p>Cho một số tự nhiên $a$ bất kì. Khi chia $a$ cho 6 được thương là $q$ và số dư là $r$, sao cho: $a = 6 \cdot q + r$. Số dư lớn nhất trong phép chia đó là: __5__</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p>Bác Mai đã mua&nbsp;__789__ chiếc bánh và chia đều số bánh đó cho $65$ cháu nhỏ tại làng trẻ SOS. Bác thấy mỗi cháu được $12$ chiếc và còn thừa $9$ chiếc bánh. </p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p>Khi chia một số tự nhiên $x$ cho $11$ được thương là $108$ và số dư là số lẻ lớn nhất có một chữ số. Số tự nhiên $x$ đó là __1197__</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p>Một cơ sở sản xuất mật ong thu hoạch được $78$ lít mật ong hoa cà phê. Giá theo thị trường hiện tại, mỗi lít mật ong loại này có giá $220\,000$ đồng. Chủ cơ sở đóng tất cả số mật ong vừa thu hoạch được vào các chai loại $5$ lít thì cần ít nhất __16__ chai.</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Chọn số hoặc cụm từ phù hợp với mỗi vị trí.</em></p><p class=""ql-align-justify"">a) Phép tính $1\,344:21$ là một __phép chia hết__</p><p>b) Kết quả phép chia $\overline {a0\,a0} :\overline {a0} $ là __101__</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify"">Lớp 7V rất yêu quý cô giáo chủ nhiệm của mình. Hôm nay, bạn lớp trưởng phát hiện rằng sinh nhật cô giáo chủ nhiệm còn đúng $46$ ngày nữa và hôm nay là ngày thứ Ba. Cả lớp muốn tổ chức sinh nhật tạo bất ngờ sớm vào ngày thứ Sáu gần nhất trước ngày sinh nhật cô. </p><p class=""ql-align-justify""><em>Chọn số hoặc cụm từ phù hợp với mỗi vị trí.</em>&nbsp; </p><p class=""ql-align-justify"">a) Sinh nhật cô rơi vào __thứ Bảy__</p><p>b) Để tổ chức sinh nhật sớm vào ngày thứ Sáu gần nhất trước ngày sinh nhật cô, lớp cần tổ chức trước __1__ ngày.</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
<p>Sắp xếp các phép chia $132:5$; $124:8$; $212:11$ theo thứ tự phép chia có số dư tăng dần.</p>,"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
<p><em>Nối phép tính với kết quả tương ứng.</em></p>,"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Nối mỗi phép chia sau đây với biểu thức dạng $a = bq + r$ tương ứng.</em></p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
<p>Bảng trên đây cho biết số xe ô tô mỗi thương hiệu bán được ở Việt Nam trong năm 2022.</p><p>(theo https://vtv.vn/kinh-te/nam-2022-moi-phut-nguoi-viet-mua-gan-mot-chiec-o-to-20230111213833432.htm) </p><p>Tổng số lượng xe ô tô bán ra năm 2022 tại Việt Nam của 6 thương hiệu trên là:</p>,"01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Mẹ Bình đi chợ tết mua được $20$ bông hoa gồm $10$ bông hồng, $5$ bông thược dược, $3$ cành lay ơn còn lại là hoa violet. Biết số một bông hồng giá $10000$ đồng, một bông thược dược giá $8000$ đồng, một cành lay ơn giá $12000$ đồng còn hoa violet giá $6000$ một cành. Hỏi mẹ Bình mua hết bao nhiêu tiền hoa? </p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Hàng tuần, công nhân làm việc từ thứ Hai đến thứ Sáu, mỗi ngày 8 giờ. Riêng thứ Bảy chỉ làm việc buổi sáng, trong 4 giờ. Nếu ngày 1 tháng 3 là thứ Sáu thì tháng đó công nhân làm việc trong số giờ là:</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Mẹ đưa cho Ngân $50000$ đồng để ra hiệu sách mua đồ dùng học mua bút. Có hai loại bút: Bút bi giá $3000$ đồng mỗi chiếc và bút nước giá $5000$ đồng mỗi chiếc.</p><p class=""ql-align-justify""><em>Chọn </em><strong><em>nhiều</em></strong><em> khẳng định đúng.</em></p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
